165,BAT E/W SS GG SMACKER ,null,12000,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-ss-gg-smacker
166,BAT E/W SS GLORY ,null,9000,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-ss-glory
167,BAT E/W SS HERITAGE ,null,8550,photos/products/test4.jpg,1,1,,,11,95061,12,6,GM,bat-ew-ss-heritage
168,BAT E/W SS MAGNUM ,null,2910,photos/products/test4.jpg,1,1,,,11,95061,12,6,GM,bat-ew-ss-magnum
169,BAT E/W SS MASTER 1500 ,null,8800,photos/products/test4.jpg,2,1,,,11,95061,12,SH,PACK,bat-ew-ss-master-1500
170,BAT E/W SS MASTER 7000 ,null,17400,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-ss-master-7000
171,BAT E/W SS MASTER 99 ,null,6000,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-ss-master-99
172,BAT E/W SS ORANGE ,null,9405,photos/products/test4.jpg,1,1,,,11,95061,12,SH,nos ,bat-ew-ss-orange
173,BAT E/W SS POWER PLAY ,null,3935,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-ss-power-play
174,BAT E/W SS POWER PLAY ,null,4235,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-ss-power-play
175,BAT E/W SS PRESTIGE (1),null,8100,photos/products/test4.jpg,1,1,,,11,95061,12,,GM,bat-ew-ss-prestige-1
176,BAT E/W SS RAVINDRA JADEJA ,null,17000,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-ss-ravindra-jadeja
177,BAT E/W SS RETRO BLASTER ,null,13000,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-ss-retro-blaster
178,BAT E/W SS RETRO ELITE ,null,9200,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-ss-retro-elite
179,BAT E/W SS RETRO MAX POWER ,null,17000,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-ss-retro-max-power
180,BAT E/W SS RETRO SUPREME ,null,40000,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-ss-retro-supreme
181,BAT E/W SS RETRO ULTIMATE ,null,8200,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-ss-retro-ultimate
182,BAT E/W SS SUPER ,null,9360,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-ss-super
183,BAT E/W SS TIGER ,null,3250,photos/products/test4.jpg,1,1,,,11,95061,12,6,GM,bat-ew-ss-tiger
184,BAT E/W SS TON CLASSIC ,null,4300,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-ss-ton-classic
